NUMORDEN;CODDESP;FECTRANTSL;NUMCTLTSL;NUMTERTSL;NUMTRANTSL;PxQ;SKU;CANVEND;ESTORDEN;SUBESTOC;TIPVTA;TIPOPAG; 
18438439;9;20171115;32;735;9457;44460.00;967009999;1.00;99;02;1;21
18225233;9;20171115;32;735;9463;319989.00;967009999;1.00;99;51;1;20
14146276;9;20171115;32;735;9471;29990.00;967009999;1.00;99;02;1;21
17965066;9;20171115;32;735;9495;86770.00;967009999;1.00;99;02;1;20
18455796;9;20171115;32;735;9501;17990.00;696544999;1.00;99;02;2;20
17912571;9;20171115;32;735;9528;303980.00;967009999;1.00;99;02;1;20
18231169;9;20171115;32;735;9536;44480.00;967009999;1.00;99;51;1;20
18272909;9;20171115;32;735;9543;28980.00;967009999;1.00;99;02;1;21
18442670;9;20171115;32;735;9553;47591.00;967009999;1.00;99;02;1;20
18442893;9;20171115;32;735;9557;119980.00;967009999;1.00;99;02;2;20
18129782;9;20171115;32;736;1344;599991.00;999241999;1.00;99;02;1;20
18462110;23;20171115;32;737;8357;23990.00;841254999;1.00;99;01;1;22
18455786;9;20171115;32;746;4775;14990.00;696544999;1.00;99;01;2;22
18455958;9;20171115;32;748;6543;17990.00;696544999;1.00;99;01;2;20
