NUMORDEN;CODDESP;FECTRANTSL;NUMCTLTSL;NUMTERTSL;NUMTRANTSL;PxQ;SKU;CANVEND;ESTORDEN;SUBESTOC;TIPVTA;TIPOPAG; 
18382949;9;20171120;32;735;100;19990.00;967009999;1.00;99;02;1;21
521150;9;20171120;32;735;115;203980.00;967009999;1.00;99;02;2;20
17905404;9;20171120;32;735;182;277960.00;967009999;1.00;99;02;2;20
18527566;9;20171120;32;735;184;9990.00;967009999;1.00;99;02;1;20
18559924;9;20171120;32;735;229;14990.00;967009999;1.00;99;02;1;21
18528065;9;20171120;32;735;230;32480.00;967009999;1.00;99;02;1;20
18503380;9;20171120;32;735;234;108960.00;967009999;1.00;99;02;1;20
17982472;9;20171120;32;735;255;59990.00;967009999;1.00;99;02;1;20
18579166;9;20171120;32;735;276;299989.00;967009999;1.00;99;02;1;22
18561388;9;20171120;32;735;278;479990.00;967009999;1.00;99;02;1;20
18557225;9;20171120;32;735;282;10990.00;967009999;1.00;99;02;1;20
18553682;9;20171120;32;735;284;252980.00;967009999;1.00;99;02;2;20
18561981;9;20171120;32;735;286;22970.00;967009999;1.00;99;02;1;21
18575774;9;20171120;32;735;291;27990.00;967009999;1.00;99;02;1;20
18574829;9;20171120;32;735;295;7980.00;967009999;1.00;99;02;1;21
18567495;9;20171120;32;735;301;332969.00;967009999;1.00;99;02;1;20
18571382;9;20171120;32;735;304;24980.00;967009999;1.00;99;02;1;20
18443391;9;20171120;32;735;305;14160.00;967009999;1.00;99;02;1;21
14572490;9;20171120;32;735;308;55870.00;967009999;1.00;99;02;1;20
18562919;9;20171120;32;735;316;23990.00;967009999;1.00;99;02;1;20
18560703;9;20171120;32;735;330;299989.00;967009999;1.00;99;02;1;20
18573217;9;20171120;32;735;331;2990.00;967009999;1.00;99;02;1;20
18584141;9;20171120;32;735;333;299989.00;967009999;1.00;99;02;1;20
18397644;9;20171120;32;735;336;112220.00;967009999;1.00;99;02;1;20
18530044;9;20171120;32;735;338;324980.00;967009999;1.00;99;02;2;20
18312729;9;20171120;32;735;342;23980.00;967009999;1.00;99;02;1;21
18504001;9;20171120;32;735;344;169989.00;967009999;1.00;99;02;1;20
15834884;9;20171120;32;735;346;8970.00;967009999;1.00;99;02;1;21
18549060;9;20171120;32;735;347;81080.00;967009999;1.00;99;02;1;20
18544427;9;20171120;32;735;348;103980.00;967009999;1.00;99;02;2;20
18495720;9;20171120;32;735;349;29970.00;967009999;1.00;99;02;1;21
18574978;9;20171120;32;735;351;299989.00;967009999;1.00;99;02;2;20
18555699;9;20171120;32;735;356;169989.00;967009999;1.00;99;02;1;21
18461940;9;20171120;32;735;358;33930.00;967009999;1.00;99;02;1;20
18592622;9;20171120;32;735;367;14990.00;696544999;1.00;99;02;2;20
18493467;9;20171120;32;736;1651;1189923.00;967009999;1.00;99;02;1;20
521240;9;20171120;32;739;2665;23990.00;967009999;1.00;99;02;2;20
18493429;9;20171120;32;739;2666;149980.00;967009999;1.00;99;02;2;20
18577762;9;20171120;32;742;8402;14990.00;696544999;1.00;99;01;2;20
18577362;9;20171120;32;742;8440;17990.00;696544999;1.00;99;01;1;21
18572866;22;20171120;32;746;6700;15980.00;998490002;2.00;99;01;1;20
18589438;9;20171120;32;748;8674;14990.00;696544999;1.00;99;01;1;20
